Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2015,2015,kcal/capita/day,12,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2016,2016,kcal/capita/day,12,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2017,2017,kcal/capita/day,13,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2014,2014,g/capita/day,1.84,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2015,2015,g/capita/day,1.9,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2016,2016,g/capita/day,1.93,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2017,2017,g/capita/day,2.03,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2960,"Fish, Seafood",2014,2014,g/capita/day,0.4,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2960,"Fish, Seafood",2015,2015,g/capita/day,0.4,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2960,"Fish, Seafood",2016,2016,g/capita/day,0.41,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2960,"Fish, Seafood",2017,2017,g/capita/day,0.43,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2961,"Aquatic Products, Other",2014,2014,1000 tonnes,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2961,"Aquatic Products, Other",2015,2015,1000 tonnes,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2961,"Aquatic Products, Other",2016,2016,1000 tonnes,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2961,"Aquatic Products, Other",2017,2017,1000 tonnes,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2961,"Aquatic Products, Other",2014,2014,kg,0,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2961,"Aquatic Products, Other",2015,2015,kg,0,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2961,"Aquatic Products, Other",2016,2016,kg,0,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2961,"Aquatic Products, Other",2017,2017,kg,0,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2961,"Aquatic Products, Other",2014,2014,kcal/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2961,"Aquatic Products, Other",2015,2015,kcal/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2961,"Aquatic Products, Other",2016,2016,kcal/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2961,"Aquatic Products, Other",2017,2017,kcal/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2961,"Aquatic Products, Other",2014,2014,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2961,"Aquatic Products, Other",2015,2015,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2961,"Aquatic Products, Other",2016,2016,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2961,"Aquatic Products, Other",2017,2017,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2961,"Aquatic Products, Other",2014,2014,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2961,"Aquatic Products, Other",2015,2015,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2961,"Aquatic Products, Other",2016,2016,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2961,"Aquatic Products, Other",2017,2017,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,5142,Food,2928,Miscellaneous,2014,2014,1000 tonnes,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2928,Miscellaneous,2015,2015,1000 tonnes,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2928,Miscellaneous,2016,2016,1000 tonnes,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,5142,Food,2928,Miscellaneous,2017,2017,1000 tonnes,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2928,Miscellaneous,2014,2014,kg,0,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2928,Miscellaneous,2015,2015,kg,0,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2928,Miscellaneous,2016,2016,kg,0,Fc,Calculated data
FBS,New Food Balances,100,India,645,Food supply quantity (kg/capita/yr),2928,Miscellaneous,2017,2017,kg,0,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2928,Miscellaneous,2014,2014,kcal/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2928,Miscellaneous,2015,2015,kcal/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2928,Miscellaneous,2016,2016,kcal/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,664,Food supply (kcal/capita/day),2928,Miscellaneous,2017,2017,kcal/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2928,Miscellaneous,2014,2014,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2928,Miscellaneous,2015,2015,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2928,Miscellaneous,2016,2016,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,674,Protein supply quantity (g/capita/day),2928,Miscellaneous,2017,2017,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2928,Miscellaneous,2014,2014,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2928,Miscellaneous,2015,2015,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2928,Miscellaneous,2016,2016,g/capita/day,0,Fc,Calculated data
FBS,New Food Balances,100,India,684,Fat supply quantity (g/capita/day),2928,Miscellaneous,2017,2017,g/capita/day,0,Fc,Calculated data
